API Code,Time of Call,Date,Count,,,
A3,02-03-2025 11.35,02-03-2025,,,,
A3,02-03-2025 13.38,02-03-2025,,,,
A3,02-03-2025 16.20,02-03-2025,,,,
A3,02-03-2025 17.58,02-03-2025,,,,
A3,02-03-2025 19.22,02-03-2025,,,,
A3,02-03-2025 20.19,02-03-2025,,,,
A3,02-03-2025 22.54,02-03-2025,,,,
A3,03-03-2025 1.35,03-03-2025,,,,
A3,03-03-2025 1.42,03-03-2025,,,,
A3,03-03-2025 2.18,03-03-2025,,,,
A3,03-03-2025 2.40,03-03-2025,,,,
A3,03-03-2025 3.14,03-03-2025,,,,
A3,03-03-2025 3.49,03-03-2025,,,,
A3,03-03-2025 3.58,03-03-2025,,,,
A3,03-03-2025 6.51,03-03-2025,,,,
A3,03-03-2025 13.31,03-03-2025,,,,
A3,03-03-2025 14.57,03-03-2025,,,,
A3,03-03-2025 16.47,03-03-2025,,,,
A3,03-03-2025 18.25,03-03-2025,,,,
A3,03-03-2025 19.29,03-03-2025,,,,
A3,03-03-2025 20.09,03-03-2025,,,,
A3,04-03-2025 2.03,04-03-2025,,,,
A3,04-03-2025 3.32,04-03-2025,,,,
A3,04-03-2025 3.51,04-03-2025,,,,
A3,04-03-2025 5.22,04-03-2025,,,,
A3,04-03-2025 7.22,04-03-2025,,,,
A3,04-03-2025 8.33,04-03-2025,,,,
A3,04-03-2025 8.47,04-03-2025,,,,
A3,04-03-2025 9.44,04-03-2025,,,,
A3,04-03-2025 11.07,04-03-2025,,,,
A3,04-03-2025 13.36,04-03-2025,,,,
A3,04-03-2025 15.26,04-03-2025,,,,
A3,04-03-2025 16.10,04-03-2025,,,,
A3,04-03-2025 16.21,04-03-2025,,,,
A3,04-03-2025 18.12,04-03-2025,,,,
A3,04-03-2025 20.13,04-03-2025,,,,
A3,04-03-2025 20.29,04-03-2025,,,,
A3,05-03-2025 4.53,05-03-2025,,,,
A3,05-03-2025 6.43,05-03-2025,,,,
A3,05-03-2025 9.39,05-03-2025,,,,
A3,05-03-2025 9.45,05-03-2025,,,,
A3,05-03-2025 10.01,05-03-2025,,,,
A3,05-03-2025 10.50,05-03-2025,,,,
A3,05-03-2025 11.15,05-03-2025,,,,
A3,05-03-2025 14.11,05-03-2025,,,,
A3,05-03-2025 15.12,05-03-2025,,,,
A3,05-03-2025 15.51,05-03-2025,,,,
A3,05-03-2025 17.20,05-03-2025,,,,
A3,05-03-2025 18.57,05-03-2025,,,,
A3,05-03-2025 19.25,05-03-2025,,,,
A3,06-03-2025 1.06,06-03-2025,,,,
A3,06-03-2025 1.26,06-03-2025,,,,
A3,06-03-2025 3.39,06-03-2025,,,,
A3,06-03-2025 4.20,06-03-2025,,,,
A3,06-03-2025 7.08,06-03-2025,,,,
A3,06-03-2025 8.52,06-03-2025,,,,
A3,06-03-2025 10.31,06-03-2025,,,,
A3,06-03-2025 13.17,06-03-2025,,,,
A3,06-03-2025 13.35,06-03-2025,,,,
A3,06-03-2025 14.31,06-03-2025,,,,
A3,06-03-2025 18.05,06-03-2025,,,,
A3,06-03-2025 20.08,06-03-2025,,,,
A3,06-03-2025 22.49,06-03-2025,,,,
A3,07-03-2025 0.19,07-03-2025,,,,
A3,07-03-2025 0.55,07-03-2025,,,,
A3,07-03-2025 2.21,07-03-2025,,,,
A3,07-03-2025 3.46,07-03-2025,,,,
A3,07-03-2025 4.42,07-03-2025,,,,
A3,07-03-2025 6.24,07-03-2025,,,,
A3,07-03-2025 8.12,07-03-2025,,,,
A3,07-03-2025 10.12,07-03-2025,,,,
A3,07-03-2025 12.08,07-03-2025,,,,
A3,07-03-2025 13.56,07-03-2025,,,,
A3,07-03-2025 15.38,07-03-2025,,,,
A3,07-03-2025 19.39,07-03-2025,,,,
A3,07-03-2025 20.11,07-03-2025,,,,
A3,07-03-2025 20.29,07-03-2025,,,,
A3,07-03-2025 21.35,07-03-2025,,,,
A3,07-03-2025 23.22,07-03-2025,,,,
A3,08-03-2025 1.57,08-03-2025,,,,
A3,08-03-2025 5.40,08-03-2025,,,,
A3,08-03-2025 7.53,08-03-2025,,,,
A3,08-03-2025 9.00,08-03-2025,,,,
A3,08-03-2025 14.43,08-03-2025,,,,
A3,08-03-2025 17.10,08-03-2025,,,,
A3,08-03-2025 17.51,08-03-2025,,,,
A3,08-03-2025 18.27,08-03-2025,,,,
A3,08-03-2025 19.05,08-03-2025,,,,
A3,08-03-2025 21.11,08-03-2025,,,,
A3,08-03-2025 22.25,08-03-2025,,,,
A3,08-03-2025 22.44,08-03-2025,,,,
A3,09-03-2025 1.15,09-03-2025,,,,
A3,09-03-2025 5.57,09-03-2025,,,,
A3,09-03-2025 6.58,09-03-2025,,,,
A3,09-03-2025 8.27,09-03-2025,,,,
A3,09-03-2025 8.57,09-03-2025,,,,
A3,09-03-2025 9.16,09-03-2025,,,,
A3,09-03-2025 9.23,09-03-2025,,,,
A3,09-03-2025 15.33,09-03-2025,,,,
A3,09-03-2025 15.48,09-03-2025,,,,
A3,09-03-2025 18.56,09-03-2025,,,,
A3,09-03-2025 20.28,09-03-2025,,,,
A3,09-03-2025 21.01,09-03-2025,,,,
A3,09-03-2025 21.24,09-03-2025,,,,
A3,10-03-2025 2.46,10-03-2025,,,,
A3,10-03-2025 4.41,10-03-2025,,,,
A3,10-03-2025 5.12,10-03-2025,,,,
A3,10-03-2025 5.53,10-03-2025,,,,
A3,10-03-2025 8.15,10-03-2025,,,,
A3,10-03-2025 9.11,10-03-2025,,,,
A3,10-03-2025 9.51,10-03-2025,,,,
A3,10-03-2025 12.14,10-03-2025,,,,
A3,10-03-2025 12.47,10-03-2025,,,,
A3,10-03-2025 13.20,10-03-2025,,,,
A3,10-03-2025 16.49,10-03-2025,,,,
A3,10-03-2025 19.50,10-03-2025,,,,
A3,10-03-2025 20.03,10-03-2025,,,,
A3,10-03-2025 21.01,10-03-2025,,,,
A3,10-03-2025 22.41,10-03-2025,,,,
A3,10-03-2025 23.37,10-03-2025,,,,
A3,10-03-2025 23.41,10-03-2025,,,,
A3,11-03-2025 0.19,11-03-2025,,,,
A3,11-03-2025 0.43,11-03-2025,,,,
A3,11-03-2025 1.57,11-03-2025,,,,
A3,11-03-2025 5.09,11-03-2025,,,,
A3,11-03-2025 6.55,11-03-2025,,,,
A3,11-03-2025 7.46,11-03-2025,,,,
A3,11-03-2025 8.53,11-03-2025,,,,
A3,11-03-2025 9.59,11-03-2025,,,,
A3,11-03-2025 14.22,11-03-2025,,,,
A3,11-03-2025 15.32,11-03-2025,,,,
A3,11-03-2025 18.02,11-03-2025,,,,
A3,11-03-2025 18.27,11-03-2025,,,,
A3,11-03-2025 19.08,11-03-2025,,,,
A3,11-03-2025 19.21,11-03-2025,,,,
A3,11-03-2025 19.22,11-03-2025,,,,
A3,11-03-2025 21.41,11-03-2025,,,,
A3,11-03-2025 23.17,11-03-2025,,,,
A3,12-03-2025 1.07,12-03-2025,,,,
A3,12-03-2025 1.10,12-03-2025,,,,
A3,12-03-2025 2.07,12-03-2025,,,,
A3,12-03-2025 2.26,12-03-2025,,,,
A3,12-03-2025 2.50,12-03-2025,,,,
A3,12-03-2025 4.55,12-03-2025,,,,
A3,12-03-2025 5.59,12-03-2025,,,,
A3,12-03-2025 6.32,12-03-2025,,,,
A3,12-03-2025 6.58,12-03-2025,,,,
A3,12-03-2025 7.58,12-03-2025,,,,
A3,12-03-2025 9.22,12-03-2025,,,,
A3,12-03-2025 9.39,12-03-2025,,,,
A3,12-03-2025 9.58,12-03-2025,,,,
A3,12-03-2025 10.56,12-03-2025,,,,
A3,12-03-2025 12.34,12-03-2025,,,,
A3,12-03-2025 17.02,12-03-2025,,,,
A3,12-03-2025 18.21,12-03-2025,,,,
A3,12-03-2025 20.39,12-03-2025,,,,
A3,12-03-2025 21.42,12-03-2025,,,,
A3,12-03-2025 22.58,12-03-2025,,,,
A3,12-03-2025 23.32,12-03-2025,,,,
A3,13-03-2025 0.09,13-03-2025,,,,
A3,13-03-2025 0.42,13-03-2025,,,,
A3,13-03-2025 0.58,13-03-2025,,,,
A3,13-03-2025 2.32,13-03-2025,,,,
A3,13-03-2025 4.08,13-03-2025,,,,
A3,13-03-2025 5.33,13-03-2025,,,,
A3,13-03-2025 7.28,13-03-2025,,,,
A3,13-03-2025 7.32,13-03-2025,,,,
A3,13-03-2025 8.59,13-03-2025,,,,
A3,13-03-2025 9.11,13-03-2025,,,,
A3,13-03-2025 10.20,13-03-2025,,,,
A3,13-03-2025 11.03,13-03-2025,,,,
A3,13-03-2025 12.21,13-03-2025,,,,
A3,13-03-2025 14.43,13-03-2025,,,,
A3,13-03-2025 16.07,13-03-2025,,,,
A3,13-03-2025 17.09,13-03-2025,,,,
A3,13-03-2025 21.32,13-03-2025,,,,
A3,13-03-2025 22.31,13-03-2025,,,,
A3,13-03-2025 23.00,13-03-2025,,,,
A3,13-03-2025 23.08,13-03-2025,,,,
A3,14-03-2025 1.19,14-03-2025,,,,
A3,14-03-2025 1.39,14-03-2025,,,,
A3,14-03-2025 2.22,14-03-2025,,,,
A3,14-03-2025 2.53,14-03-2025,,,,
A3,14-03-2025 2.55,14-03-2025,,,,
A3,14-03-2025 2.59,14-03-2025,,,,
A3,14-03-2025 4.03,14-03-2025,,,,
A3,14-03-2025 5.00,14-03-2025,,,,
A3,14-03-2025 5.04,14-03-2025,,,,
A3,14-03-2025 5.48,14-03-2025,,,,
A3,14-03-2025 6.11,14-03-2025,,,,
A3,14-03-2025 9.40,14-03-2025,,,,
A3,14-03-2025 10.14,14-03-2025,,,,
A3,14-03-2025 11.02,14-03-2025,,,,
A3,14-03-2025 11.05,14-03-2025,,,,
A3,14-03-2025 13.26,14-03-2025,,,,
A3,14-03-2025 17.43,14-03-2025,,,,
A3,14-03-2025 18.25,14-03-2025,,,,
A3,14-03-2025 20.19,14-03-2025,,,,
A3,14-03-2025 22.00,14-03-2025,,,,
A3,14-03-2025 22.16,14-03-2025,,,,
A3,14-03-2025 22.41,14-03-2025,,,,
A3,15-03-2025 1.12,15-03-2025,,,,
A3,15-03-2025 2.01,15-03-2025,,,,
A3,15-03-2025 3.01,15-03-2025,,,,
A3,15-03-2025 3.28,15-03-2025,,,,
A3,15-03-2025 5.56,15-03-2025,,,,
A3,15-03-2025 6.41,15-03-2025,,,,
A3,15-03-2025 10.35,15-03-2025,,,,
A3,15-03-2025 12.47,15-03-2025,,,,
A3,15-03-2025 16.32,15-03-2025,,,,
A3,15-03-2025 17.05,15-03-2025,,,,
A3,15-03-2025 20.15,15-03-2025,,,,
A3,15-03-2025 22.47,15-03-2025,,,,
A3,16-03-2025 1.29,16-03-2025,,,,
A3,16-03-2025 2.13,16-03-2025,,,,
A3,16-03-2025 7.47,16-03-2025,,,,
A3,16-03-2025 8.02,16-03-2025,,,,
A3,16-03-2025 8.31,16-03-2025,,,,
A3,16-03-2025 9.38,16-03-2025,,,,
A3,16-03-2025 10.33,16-03-2025,,,,
A3,16-03-2025 14.02,16-03-2025,,,,
A3,16-03-2025 15.12,16-03-2025,,,,
A3,16-03-2025 17.56,16-03-2025,,,,
A3,16-03-2025 20.16,16-03-2025,,,,
A3,16-03-2025 21.17,16-03-2025,,,,
A3,16-03-2025 23.01,16-03-2025,,,,
A3,16-03-2025 23.35,16-03-2025,,,,
A3,17-03-2025 1.23,17-03-2025,,,,
A3,17-03-2025 1.56,17-03-2025,,,,
A3,17-03-2025 7.20,17-03-2025,,,,
A3,17-03-2025 9.37,17-03-2025,,,,
A3,17-03-2025 16.10,17-03-2025,,,,
A3,17-03-2025 21.16,17-03-2025,,,,
A3,17-03-2025 22.04,17-03-2025,,,,
A3,17-03-2025 23.28,17-03-2025,,,,
A3,18-03-2025 6.11,18-03-2025,,,,
A3,18-03-2025 7.08,18-03-2025,,,,
A3,18-03-2025 7.52,18-03-2025,,,,
A3,18-03-2025 8.45,18-03-2025,,,,
A3,18-03-2025 9.19,18-03-2025,,,,
A3,18-03-2025 10.23,18-03-2025,,,,
A3,18-03-2025 13.13,18-03-2025,,,,
A3,18-03-2025 14.20,18-03-2025,,,,
A3,18-03-2025 16.00,18-03-2025,,,,
A3,18-03-2025 18.57,18-03-2025,,,,
A3,18-03-2025 19.08,18-03-2025,,,,
A3,18-03-2025 19.47,18-03-2025,,,,
A3,18-03-2025 21.01,18-03-2025,,,,
A3,18-03-2025 23.05,18-03-2025,,,,
A3,18-03-2025 23.22,18-03-2025,,,,
A3,19-03-2025 2.01,19-03-2025,,,,
A3,19-03-2025 7.10,19-03-2025,,,,
A3,19-03-2025 9.26,19-03-2025,,,,
A3,19-03-2025 9.58,19-03-2025,,,,
A3,19-03-2025 10.33,19-03-2025,,,,
A3,19-03-2025 11.54,19-03-2025,,,,
A3,19-03-2025 12.03,19-03-2025,,,,
A3,19-03-2025 13.10,19-03-2025,,,,
A3,19-03-2025 13.38,19-03-2025,,,,
A3,19-03-2025 15.49,19-03-2025,,,,
A3,19-03-2025 16.35,19-03-2025,,,,
A3,19-03-2025 18.20,19-03-2025,,,,
A3,19-03-2025 22.03,19-03-2025,,,,
A3,20-03-2025 1.54,20-03-2025,,,,
A3,20-03-2025 6.26,20-03-2025,,,,
A3,20-03-2025 13.01,20-03-2025,,,,
A3,20-03-2025 13.56,20-03-2025,,,,
A3,20-03-2025 15.43,20-03-2025,,,,
A3,20-03-2025 17.13,20-03-2025,,,,
A3,20-03-2025 18.17,20-03-2025,,,,
A3,20-03-2025 20.09,20-03-2025,,,,
A3,20-03-2025 20.50,20-03-2025,,,,
A3,20-03-2025 21.12,20-03-2025,,,,
A3,20-03-2025 23.37,20-03-2025,,,,
A3,21-03-2025 0.25,21-03-2025,,,,
A3,21-03-2025 0.56,21-03-2025,,,,
A3,21-03-2025 2.52,21-03-2025,,,,
A3,21-03-2025 4.54,21-03-2025,,,,
A3,21-03-2025 6.15,21-03-2025,,,,
A3,21-03-2025 7.03,21-03-2025,,,,
A3,21-03-2025 7.12,21-03-2025,,,,
A3,21-03-2025 7.53,21-03-2025,,,,
A3,21-03-2025 8.55,21-03-2025,,,,
A3,21-03-2025 13.14,21-03-2025,,,,
A3,21-03-2025 15.31,21-03-2025,,,,
A3,21-03-2025 16.07,21-03-2025,,,,
A3,21-03-2025 16.12,21-03-2025,,,,
A3,21-03-2025 20.41,21-03-2025,,,,
A3,21-03-2025 23.14,21-03-2025,,,,
A3,21-03-2025 23.51,21-03-2025,,,,
A3,22-03-2025 4.56,22-03-2025,,,,
A3,22-03-2025 6.59,22-03-2025,,,,
A3,22-03-2025 9.11,22-03-2025,,,,
A3,22-03-2025 10.45,22-03-2025,,,,
A3,22-03-2025 13.21,22-03-2025,,,,
A3,22-03-2025 14.25,22-03-2025,,,,
A3,22-03-2025 15.06,22-03-2025,,,,
A3,22-03-2025 17.43,22-03-2025,,,,
A3,22-03-2025 20.46,22-03-2025,,,,
A3,22-03-2025 21.42,22-03-2025,,,,
A3,23-03-2025 0.34,23-03-2025,,,,
A3,23-03-2025 2.31,23-03-2025,,,,
A3,23-03-2025 2.56,23-03-2025,,,,
A3,23-03-2025 6.17,23-03-2025,,,,
A3,23-03-2025 7.39,23-03-2025,,,,
A3,23-03-2025 12.08,23-03-2025,,,,
A3,23-03-2025 14.51,23-03-2025,,,,
A3,23-03-2025 15.23,23-03-2025,,,,
A3,23-03-2025 18.04,23-03-2025,,,,
A3,23-03-2025 23.08,23-03-2025,,,,
A3,24-03-2025 0.24,24-03-2025,,,,
A3,24-03-2025 2.02,24-03-2025,,,,
A3,24-03-2025 3.17,24-03-2025,,,,
A3,24-03-2025 5.00,24-03-2025,,,,
A3,24-03-2025 8.32,24-03-2025,,,,
A3,24-03-2025 9.01,24-03-2025,,,,
A3,24-03-2025 9.06,24-03-2025,,,,
A3,24-03-2025 9.17,24-03-2025,,,,
A3,24-03-2025 11.05,24-03-2025,,,,
A3,24-03-2025 16.48,24-03-2025,,,,
A3,24-03-2025 17.34,24-03-2025,,,,
A3,24-03-2025 19.29,24-03-2025,,,,
A3,24-03-2025 20.39,24-03-2025,,,,
A3,25-03-2025 0.03,25-03-2025,,,,
A3,25-03-2025 0.33,25-03-2025,,,,
A3,25-03-2025 1.59,25-03-2025,,,,
A3,25-03-2025 2.05,25-03-2025,,,,
A3,25-03-2025 3.08,25-03-2025,,,,
A3,25-03-2025 4.37,25-03-2025,,,,
A3,25-03-2025 6.45,25-03-2025,,,,
A3,25-03-2025 11.10,25-03-2025,,,,
A3,25-03-2025 15.57,25-03-2025,,,,
A3,25-03-2025 17.18,25-03-2025,,,,
A3,25-03-2025 21.10,25-03-2025,,,,
A3,26-03-2025 0.47,26-03-2025,,,,
A3,26-03-2025 2.27,26-03-2025,,,,
A3,26-03-2025 3.04,26-03-2025,,,,
A3,26-03-2025 3.35,26-03-2025,,,,
A3,26-03-2025 5.11,26-03-2025,,,,
A3,26-03-2025 5.58,26-03-2025,,,,
A3,26-03-2025 6.54,26-03-2025,,,,
A3,26-03-2025 8.12,26-03-2025,,,,
A3,26-03-2025 8.52,26-03-2025,,,,
A3,26-03-2025 10.03,26-03-2025,,,,
A3,26-03-2025 10.35,26-03-2025,,,,
A3,26-03-2025 13.30,26-03-2025,,,,
A3,26-03-2025 14.41,26-03-2025,,,,
A3,26-03-2025 18.28,26-03-2025,,,,
A3,26-03-2025 19.14,26-03-2025,,,,
A3,26-03-2025 20.20,26-03-2025,,,,
A3,26-03-2025 22.31,26-03-2025,,,,
A3,26-03-2025 22.34,26-03-2025,,,,
A3,26-03-2025 22.52,26-03-2025,,,,
A3,26-03-2025 23.32,26-03-2025,,,,
A3,27-03-2025 0.30,27-03-2025,,,,
A3,27-03-2025 0.43,27-03-2025,,,,
A3,27-03-2025 1.57,27-03-2025,,,,
A3,27-03-2025 3.41,27-03-2025,,,,
A3,27-03-2025 6.42,27-03-2025,,,,
A3,27-03-2025 6.51,27-03-2025,,,,
A3,27-03-2025 7.07,27-03-2025,,,,
A3,27-03-2025 7.19,27-03-2025,,,,
A3,27-03-2025 8.11,27-03-2025,,,,
A3,27-03-2025 8.16,27-03-2025,,,,
A3,27-03-2025 9.36,27-03-2025,,,,
A3,27-03-2025 12.15,27-03-2025,,,,
A3,27-03-2025 15.57,27-03-2025,,,,
A3,27-03-2025 16.23,27-03-2025,,,,
A3,27-03-2025 17.47,27-03-2025,,,,
A3,27-03-2025 20.36,27-03-2025,,,,
A3,27-03-2025 23.56,27-03-2025,,,,
A3,28-03-2025 1.04,28-03-2025,,,,
A3,28-03-2025 1.14,28-03-2025,,,,
A3,28-03-2025 1.56,28-03-2025,,,,
A3,28-03-2025 3.48,28-03-2025,,,,
A3,28-03-2025 4.08,28-03-2025,,,,
A3,28-03-2025 4.39,28-03-2025,,,,
A3,28-03-2025 5.12,28-03-2025,,,,
A3,28-03-2025 7.21,28-03-2025,,,,
A3,28-03-2025 7.51,28-03-2025,,,,
A3,28-03-2025 8.30,28-03-2025,,,,
A3,28-03-2025 8.45,28-03-2025,,,,
A3,28-03-2025 9.47,28-03-2025,,,,
A3,28-03-2025 14.13,28-03-2025,,,,
A3,28-03-2025 17.23,28-03-2025,,,,
A3,28-03-2025 18.30,28-03-2025,,,,
A3,28-03-2025 21.59,28-03-2025,,,,
A3,28-03-2025 23.04,28-03-2025,,,,
A3,28-03-2025 23.59,28-03-2025,,,,
A3,29-03-2025 2.44,29-03-2025,,,,
A3,29-03-2025 4.11,29-03-2025,,,,
A3,29-03-2025 4.49,29-03-2025,,,,
A3,29-03-2025 5.40,29-03-2025,,,,
A3,29-03-2025 6.07,29-03-2025,,,,
A3,29-03-2025 6.37,29-03-2025,,,,
A3,29-03-2025 9.04,29-03-2025,,,,
A3,29-03-2025 9.29,29-03-2025,,,,
A3,29-03-2025 10.04,29-03-2025,,,,
A3,29-03-2025 12.57,29-03-2025,,,,
A3,29-03-2025 14.26,29-03-2025,,,,
A3,29-03-2025 15.26,29-03-2025,,,,
A3,29-03-2025 16.54,29-03-2025,,,,
A3,29-03-2025 18.28,29-03-2025,,,,
A3,29-03-2025 19.19,29-03-2025,,,,
A3,29-03-2025 20.19,29-03-2025,,,,
A3,29-03-2025 22.23,29-03-2025,,,,
A3,29-03-2025 23.41,29-03-2025,,,,
A3,30-03-2025 3.49,30-03-2025,,,,
A3,30-03-2025 5.40,30-03-2025,,,,
A3,30-03-2025 15.25,30-03-2025,,,,
A3,30-03-2025 15.27,30-03-2025,,,,
A3,30-03-2025 16.31,30-03-2025,,,,
A3,30-03-2025 18.09,30-03-2025,,,,
A3,30-03-2025 18.16,30-03-2025,,,,
A3,30-03-2025 18.35,30-03-2025,,,,
A3,30-03-2025 19.27,30-03-2025,,,,
A3,30-03-2025 21.00,30-03-2025,,,,
A3,30-03-2025 21.38,30-03-2025,,,,
A3,30-03-2025 23.30,30-03-2025,,,,
A3,30-03-2025 23.59,30-03-2025,,,,
A3,31-03-2025 2.20,31-03-2025,,,,
A3,31-03-2025 5.01,31-03-2025,,,,
A3,31-03-2025 5.17,31-03-2025,,,,
A3,31-03-2025 7.07,31-03-2025,,,,
A3,31-03-2025 7.11,31-03-2025,,,,
A3,31-03-2025 7.18,31-03-2025,,,,
A3,31-03-2025 7.51,31-03-2025,,,,
A3,31-03-2025 8.20,31-03-2025,,,,
A3,31-03-2025 9.29,31-03-2025,,,,
A3,31-03-2025 10.43,31-03-2025,,,,
A3,31-03-2025 10.55,31-03-2025,,,,
A3,31-03-2025 13.39,31-03-2025,,,,
A3,31-03-2025 15.53,31-03-2025,,,,
A3,31-03-2025 16.01,31-03-2025,,,,
A3,31-03-2025 16.10,31-03-2025,,,,
A3,31-03-2025 22.08,31-03-2025,,,,
A3,31-03-2025 22.36,31-03-2025,,,,
A3,01-04-2025 3.54,01-04-2025,,,,
A3,01-04-2025 9.59,01-04-2025,,,,
A3,01-04-2025 10.48,01-04-2025,,,,
A3,01-04-2025 12.18,01-04-2025,,,,
A3,01-04-2025 13.17,01-04-2025,,,,
A3,01-04-2025 13.32,01-04-2025,,,,
A3,01-04-2025 15.41,01-04-2025,,,,
A3,01-04-2025 16.04,01-04-2025,,,,
A3,01-04-2025 16.07,01-04-2025,,,,
A3,01-04-2025 16.40,01-04-2025,,,,
A3,01-04-2025 19.04,01-04-2025,,,,
A3,01-04-2025 21.01,01-04-2025,,,,
A3,01-04-2025 21.45,01-04-2025,,,,
A3,01-04-2025 22.56,01-04-2025,,,,
A3,02-04-2025 0.02,02-04-2025,,,,
A3,02-04-2025 3.57,02-04-2025,,,,
A3,02-04-2025 4.53,02-04-2025,,,,
A3,02-04-2025 5.17,02-04-2025,,,,
A3,02-04-2025 5.23,02-04-2025,,,,
A3,02-04-2025 6.24,02-04-2025,,,,
A3,02-04-2025 9.07,02-04-2025,,,,
A3,02-04-2025 14.14,02-04-2025,,,,
A3,02-04-2025 15.16,02-04-2025,,,,
A3,02-04-2025 16.04,02-04-2025,,,,
A3,02-04-2025 16.53,02-04-2025,,,,
A3,02-04-2025 18.51,02-04-2025,,,,
A3,02-04-2025 19.27,02-04-2025,,,,
A3,02-04-2025 19.59,02-04-2025,,,,
A3,02-04-2025 20.26,02-04-2025,,,,
A3,02-04-2025 22.26,02-04-2025,,,,
A3,02-04-2025 23.36,02-04-2025,,,,
A3,03-04-2025 0.12,03-04-2025,,,,
A3,03-04-2025 0.44,03-04-2025,,,,
A3,03-04-2025 2.07,03-04-2025,,,,
A3,03-04-2025 4.39,03-04-2025,,,,
A3,03-04-2025 7.12,03-04-2025,,,,
A3,03-04-2025 7.19,03-04-2025,,,,
A3,03-04-2025 7.44,03-04-2025,,,,
A3,03-04-2025 7.57,03-04-2025,,,,
A3,03-04-2025 8.27,03-04-2025,,,,
A3,03-04-2025 9.54,03-04-2025,,,,
A3,03-04-2025 10.28,03-04-2025,,,,
A3,03-04-2025 10.46,03-04-2025,,,,
A3,03-04-2025 10.50,03-04-2025,,,,
A3,03-04-2025 11.13,03-04-2025,,,,
A3,03-04-2025 13.01,03-04-2025,,,,
A3,03-04-2025 13.55,03-04-2025,,,,
A3,03-04-2025 14.02,03-04-2025,,,,
A3,03-04-2025 14.45,03-04-2025,,,,
A3,03-04-2025 17.25,03-04-2025,,,,
A3,03-04-2025 18.35,03-04-2025,,,,
A3,03-04-2025 19.34,03-04-2025,,,,
A3,03-04-2025 20.12,03-04-2025,,,,
A3,03-04-2025 20.46,03-04-2025,,,,
A3,03-04-2025 23.07,03-04-2025,,,,
A3,04-04-2025 1.21,04-04-2025,,,,
A3,04-04-2025 5.40,04-04-2025,,,,
A3,04-04-2025 9.18,04-04-2025,,,,
A3,04-04-2025 9.38,04-04-2025,,,,
A3,04-04-2025 11.07,04-04-2025,,,,
A3,04-04-2025 12.20,04-04-2025,,,,
A3,04-04-2025 16.19,04-04-2025,,,,
A3,04-04-2025 16.26,04-04-2025,,,,
A3,04-04-2025 16.27,04-04-2025,,,,
A3,04-04-2025 16.41,04-04-2025,,,,
A3,04-04-2025 17.07,04-04-2025,,,,
A3,04-04-2025 17.32,04-04-2025,,,,
A3,04-04-2025 17.49,04-04-2025,,,,
A3,04-04-2025 19.21,04-04-2025,,,,
A3,04-04-2025 21.54,04-04-2025,,,,
A3,04-04-2025 23.21,04-04-2025,,,,
A3,05-04-2025 3.04,05-04-2025,,,,
A3,05-04-2025 3.39,05-04-2025,,,,
A3,05-04-2025 3.51,05-04-2025,,,,
A3,05-04-2025 7.48,05-04-2025,,,,
A3,05-04-2025 8.09,05-04-2025,,,,
A3,05-04-2025 8.23,05-04-2025,,,,
A3,05-04-2025 8.50,05-04-2025,,,,
A3,05-04-2025 10.38,05-04-2025,,,,
A3,05-04-2025 12.10,05-04-2025,,,,
A3,05-04-2025 14.39,05-04-2025,,,,
A3,05-04-2025 15.16,05-04-2025,,,,
A3,05-04-2025 17.07,05-04-2025,,,,
A3,05-04-2025 18.58,05-04-2025,,,,
A3,05-04-2025 19.37,05-04-2025,,,,
A3,05-04-2025 20.03,05-04-2025,,,,
A3,06-04-2025 4.02,06-04-2025,,,,
A3,06-04-2025 5.45,06-04-2025,,,,
A3,06-04-2025 6.05,06-04-2025,,,,
A3,06-04-2025 7.22,06-04-2025,,,,
A3,06-04-2025 8.05,06-04-2025,,,,
A3,06-04-2025 10.02,06-04-2025,,,,
A3,06-04-2025 14.10,06-04-2025,,,,
A3,06-04-2025 14.26,06-04-2025,,,,
A3,06-04-2025 16.49,06-04-2025,,,,
A3,06-04-2025 19.21,06-04-2025,,,,
A3,07-04-2025 0.09,07-04-2025,,,,
A3,07-04-2025 0.34,07-04-2025,,,,
A3,07-04-2025 1.14,07-04-2025,,,,
A3,07-04-2025 3.45,07-04-2025,,,,
A3,07-04-2025 4.30,07-04-2025,,,,
A3,07-04-2025 4.45,07-04-2025,,,,
A3,07-04-2025 6.37,07-04-2025,,,,
A3,07-04-2025 7.53,07-04-2025,,,,
A3,07-04-2025 9.36,07-04-2025,,,,
A3,07-04-2025 9.44,07-04-2025,,,,
A3,07-04-2025 11.52,07-04-2025,,,,
A3,07-04-2025 12.50,07-04-2025,,,,
A3,07-04-2025 18.19,07-04-2025,,,,
A3,07-04-2025 20.30,07-04-2025,,,,
A3,07-04-2025 23.46,07-04-2025,,,,
A3,08-04-2025 4.46,08-04-2025,,,,
A3,08-04-2025 6.00,08-04-2025,,,,
A3,08-04-2025 6.34,08-04-2025,,,,
A3,08-04-2025 9.53,08-04-2025,,,,
A3,08-04-2025 11.37,08-04-2025,,,,
A3,08-04-2025 15.26,08-04-2025,,,,
A3,08-04-2025 23.31,08-04-2025,,,,
A3,09-04-2025 2.08,09-04-2025,,,,
A3,09-04-2025 4.20,09-04-2025,,,,
A3,09-04-2025 5.28,09-04-2025,,,,
A3,09-04-2025 6.02,09-04-2025,,,,
